"participant","accuracy","rt","stimulus","age","gender"
107,"1","864","affects",22,"male"
107,"1","849","predicts",22,"male"
108,"1","3197","ends",25,"male"
108,"1","3665","results in",25,"male"
108,"1","778","influences",25,"male"
108,"1","689","affects",25,"male"
108,"1","809","blocks",25,"male"
108,"1","563","ceases",25,"male"
108,"1","742","determines",25,"male"
108,"1","624","avoids",25,"male"
108,"1","1011","halts",25,"male"
108,"1","552","averts",25,"male"
108,"1","631","stops",25,"male"
108,"0","1926","precludes",25,"male"
108,"1","791","leads to",25,"male"
108,"1","824","produces",25,"male"
108,"1","788","averts",25,"male"
108,"1","875","avoids",25,"male"
108,"1","693","predicts",25,"male"
108,"1","684","ceases",25,"male"
108,"1","717","starts",25,"male"
108,"1","507","starts",25,"male"
108,"1","472","blocks",25,"male"
108,"0","1075","precludes",25,"male"
108,"1","557","stops",25,"male"
108,"1","673","produces",25,"male"
108,"1","463","affects",25,"male"
108,"1","549","predicts",25,"male"
108,"1","463","leads to",25,"male"
108,"1","561","ends",25,"male"
108,"1","527","halts",25,"male"
108,"0","1048","determines",25,"male"
108,"1","749","avoids",25,"male"
108,"1","873","ceases",25,"male"
108,"1","1028","results in",25,"male"
108,"1","698","influences",25,"male"
108,"1","645","produces",25,"male"
108,"1","711","determines",25,"male"
108,"1","486","starts",25,"male"
108,"1","590","results in",25,"male"
108,"1","568","averts",25,"male"
108,"1","737","affects",25,"male"
108,"1","509","predicts",25,"male"
108,"1","1027","precludes",25,"male"
108,"1","568","blocks",25,"male"
108,"1","613","leads to",25,"male"
108,"1","637","halts",25,"male"
108,"1","499","stops",25,"male"
108,"1","475","ends",25,"male"
108,"1","470","avoids",25,"male"
108,"1","587","influences",25,"male"
108,"1","547","determines",25,"male"
108,"1","584","precludes",25,"male"
108,"1","788","produces",25,"male"
108,"1","565","affects",25,"male"
108,"1","496","starts",25,"male"
108,"1","678","halts",25,"male"
108,"1","717","leads to",25,"male"
108,"1","1003","ends",25,"male"
108,"1","825","blocks",25,"male"
108,"1","1207","ceases",25,"male"
108,"1","764","averts",25,"male"
108,"1","907","predicts",25,"male"
108,"1","510","stops",25,"male"
108,"1","519","influences",25,"male"
108,"1","807","results in",25,"male"
108,"1","455","produces",25,"male"
108,"1","520","influences",25,"male"
108,"0","19755","affects",25,"male"
108,"1","588","results in",25,"male"
108,"1","644","predicts",25,"male"
108,"0","814","ceases",25,"male"
108,"1","516","stops",25,"male"
108,"1","1409","precludes",25,"male"
108,"1","747","determines",25,"male"
108,"1","756","halts",25,"male"
108,"1","532","starts",25,"male"
108,"1","654","averts",25,"male"
108,"1","523","avoids",25,"male"
108,"1","494","ends",25,"male"
108,"1","623","leads to",25,"male"
108,"1","590","blocks",25,"male"
108,"1","1078","leads to",25,"male"
108,"1","423","affects",25,"male"
108,"1","563","precludes",25,"male"
108,"1","478","stops",25,"male"
108,"1","648","produces",25,"male"
108,"1","838","results in",25,"male"
108,"1","442","ends",25,"male"
108,"1","403","blocks",25,"male"
108,"1","476","averts",25,"male"
108,"0","771","influences",25,"male"
108,"1","556","avoids",25,"male"
108,"1","660","ceases",25,"male"
108,"0","758","determines",25,"male"
108,"1","548","predicts",25,"male"
108,"1","444","starts",25,"male"
108,"1","775","halts",25,"male"
108,"1","566","affects",25,"male"
108,"1","572","halts",25,"male"
108,"1","822","predicts",25,"male"
108,"1","590","ends",25,"male"
108,"1","656","averts",25,"male"
108,"0","834","precludes",25,"male"
108,"1","783","blocks",25,"male"
108,"1","597","determines",25,"male"
108,"1","534","stops",25,"male"
108,"1","448","leads to",25,"male"
108,"1","488","starts",25,"male"
108,"1","704","ceases",25,"male"
108,"1","737","influences",25,"male"
108,"1","1118","avoids",25,"male"
108,"1","636","results in",25,"male"
108,"1","1133","blocks",25,"male"
108,"1","709","halts",25,"male"
108,"1","563","avoids",25,"male"
108,"1","522","averts",25,"male"
108,"1","594","produces",25,"male"
108,"1","488","stops",25,"male"
108,"1","580","influences",25,"male"
108,"1","638","ends",25,"male"
108,"1","1141","precludes",25,"male"
108,"0","708","predicts",25,"male"
108,"1","552","ceases",25,"male"
108,"1","594","determines",25,"male"
108,"1","686","results in",25,"male"
108,"1","517","starts",25,"male"
108,"1","569","ceases",25,"male"
108,"1","976","avoids",25,"male"
108,"1","551","produces",25,"male"
108,"1","655","ends",25,"male"
108,"1","738","stops",25,"male"
108,"1","507","affects",25,"male"
108,"1","504","leads to",25,"male"
108,"1","573","predicts",25,"male"
108,"1","490","blocks",25,"male"
108,"1","574","influences",25,"male"
108,"1","493","starts",25,"male"
108,"1","526","determines",25,"male"
108,"1","776","averts",25,"male"
108,"1","1229","precludes",25,"male"
108,"1","534","produces",25,"male"
108,"1","482","results in",25,"male"
108,"1","1032","halts",25,"male"
108,"1","980","avoids",25,"male"
108,"1","872","stops",25,"male"
108,"1","1202","ends",25,"male"
108,"1","535","leads to",25,"male"
108,"1","803","affects",25,"male"
108,"1","595","ceases",25,"male"
108,"1","613","starts",25,"male"
108,"1","504","determines",25,"male"
108,"1","624","affects",25,"male"
108,"1","509","blocks",25,"male"
108,"1","543","produces",25,"male"
108,"1","724","predicts",25,"male"
108,"1","553","results in",25,"male"
108,"1","769","precludes",25,"male"
108,"1","804","averts",25,"male"
108,"1","635","halts",25,"male"
108,"1","577","influences",25,"male"
108,"1","588","leads to",25,"male"
108,"1","590","starts",25,"male"
108,"1","599","results in",25,"male"
108,"1","523","stops",25,"male"
108,"1","782","affects",25,"male"
108,"1","615","determines",25,"male"
108,"1","530","leads to",25,"male"
108,"1","527","precludes",25,"male"
108,"1","565","produces",25,"male"
108,"1","531","halts",25,"male"
108,"1","425","ends",25,"male"
108,"1","525","predicts",25,"male"
108,"1","760","influences",25,"male"
108,"1","510","produces",25,"male"
108,"1","465","leads to",25,"male"
108,"1","421","predicts",25,"male"
108,"1","680","determines",25,"male"
108,"1","547","avoids",25,"male"
108,"1","994","affects",25,"male"
108,"1","609","averts",25,"male"
108,"1","523","results in",25,"male"
108,"1","536","ceases",25,"male"
108,"1","758","blocks",25,"male"
108,"1","521","blocks",25,"male"
108,"1","536","starts",25,"male"
108,"1","822","influences",25,"male"
108,"1","534","predicts",25,"male"
108,"1","647","ceases",25,"male"
108,"1","440","halts",25,"male"
108,"0","835","precludes",25,"male"
108,"1","536","averts",25,"male"
108,"0","1179","influences",25,"male"
108,"1","782","produces",25,"male"
108,"1","743","affects",25,"male"
108,"1","590","determines",25,"male"
108,"1","1101","results in",25,"male"
108,"1","541","leads to",25,"male"
108,"0","1098","avoids",25,"male"
108,"1","447","starts",25,"male"
108,"1","507","stops",25,"male"
108,"1","590","leads to",25,"male"
108,"1","431","ends",25,"male"
108,"1","398","ends",25,"male"
108,"1","534","predicts",25,"male"
108,"1","518","stops",25,"male"
108,"1","512","halts",25,"male"
108,"1","546","blocks",25,"male"
108,"1","529","averts",25,"male"
108,"1","592","ceases",25,"male"
108,"1","541","avoids",25,"male"
108,"1","677","starts",25,"male"
108,"0","925","precludes",25,"male"
108,"1","552","ends",25,"male"
108,"1","545","halts",25,"male"
108,"1","615","produces",25,"male"
108,"1","486","stops",25,"male"
108,"1","603","ceases",25,"male"
108,"1","979","influences",25,"male"
108,"1","599","blocks",25,"male"
108,"1","596","avoids",25,"male"
108,"1","1185","averts",25,"male"
108,"1","524","determines",25,"male"
108,"1","730","precludes",25,"male"
108,"1","615","results in",25,"male"
108,"1","443","affects",25,"male"
108,"1","591","blocks",25,"male"
108,"1","581","starts",25,"male"
108,"1","607","halts",25,"male"
108,"1","728","precludes",25,"male"
108,"1","703","leads to",25,"male"
108,"1","826","ceases",25,"male"
108,"1","1306","influences",25,"male"
108,"1","443","results in",25,"male"
108,"1","572","avoids",25,"male"
108,"1","637","produces",25,"male"
108,"1","585","ends",25,"male"
108,"1","749","determines",25,"male"
108,"1","640","stops",25,"male"
108,"1","773","averts",25,"male"
108,"1","861","predicts",25,"male"
108,"1","1103","affects",25,"male"
105,"1","2687","influences",23,"female"
105,"1","915","blocks",23,"female"
105,"1","1006","halts",23,"female"
105,"1","967","ceases",23,"female"
105,"1","926","avoids",23,"female"
105,"1","867","starts",23,"female"
105,"1","2182","precludes",23,"female"
105,"1","1056","averts",23,"female"
105,"1","772","stops",23,"female"
105,"1","694","determines",23,"female"
105,"1","1475","ends",23,"female"
105,"1","821","ceases",23,"female"
105,"1","1012","produces",23,"female"
105,"1","1250","halts",23,"female"
105,"1","1079","leads to",23,"female"
105,"1","739","precludes",23,"female"
105,"1","693","blocks",23,"female"
105,"1","2162","affects",23,"female"
105,"1","830","avoids",23,"female"
105,"1","7785","stops",23,"female"
105,"1","7278","predicts",23,"female"
105,"1","1027","averts",23,"female"
105,"1","4549","ends",23,"female"
105,"1","797","results in",23,"female"
105,"1","750","averts",23,"female"
105,"1","1065","avoids",23,"female"
105,"1","845","starts",23,"female"
105,"0","4244","predicts",23,"female"
105,"1","800","influences",23,"female"
105,"1","753","leads to",23,"female"
105,"1","739","affects",23,"female"
105,"1","1030","results in",23,"female"
105,"1","628","determines",23,"female"
105,"1","532","halts",23,"female"
105,"1","705","produces",23,"female"
105,"1","861","stops",23,"female"
105,"1","747","ends",23,"female"
105,"1","750","ceases",23,"female"
105,"1","1017","influences",23,"female"
105,"1","664","starts",23,"female"
105,"1","846","results in",23,"female"
105,"1","644","produces",23,"female"
105,"1","732","precludes",23,"female"
105,"1","1072","predicts",23,"female"
105,"1","1083","affects",23,"female"
105,"1","527","blocks",23,"female"
105,"1","723","determines",23,"female"
105,"1","911","leads to",23,"female"
105,"1","882","halts",23,"female"
105,"1","1015","affects",23,"female"
105,"1","687","stops",23,"female"
105,"1","1379","ends",23,"female"
105,"1","658","starts",23,"female"
105,"1","648","precludes",23,"female"
105,"1","688","results in",23,"female"
105,"1","613","blocks",23,"female"
105,"1","1742","ceases",23,"female"
105,"1","787","avoids",23,"female"
105,"1","764","determines",23,"female"
105,"1","726","averts",23,"female"
105,"1","881","ceases",23,"female"
105,"1","790","precludes",23,"female"
105,"1","767","produces",23,"female"
105,"1","1346","predicts",23,"female"
105,"1","657","blocks",23,"female"
105,"1","767","leads to",23,"female"
105,"1","778","averts",23,"female"
105,"1","843","stops",23,"female"
105,"1","1193","influences",23,"female"
105,"1","584","leads to",23,"female"
105,"1","714","influences",23,"female"
105,"1","823","avoids",23,"female"
105,"1","853","starts",23,"female"
105,"1","1067","results in",23,"female"
105,"1","768","halts",23,"female"
105,"1","618","ends",23,"female"
105,"1","812","produces",23,"female"
105,"1","3098","predicts",23,"female"
105,"1","691","affects",23,"female"
105,"1","768","determines",23,"female"
105,"1","1177","results in",23,"female"
105,"1","1008","ceases",23,"female"
105,"1","656","stops",23,"female"
105,"1","654","produces",23,"female"
105,"1","620","predicts",23,"female"
105,"1","594","affects",23,"female"
105,"1","670","determines",23,"female"
105,"1","932","averts",23,"female"
105,"1","559","ends",23,"female"
105,"1","650","influences",23,"female"
105,"1","777","leads to",23,"female"
105,"1","970","starts",23,"female"
105,"1","659","avoids",23,"female"
105,"1","585","influences",23,"female"
105,"1","667","predicts",23,"female"
105,"0","1034","blocks",23,"female"
105,"1","775","results in",23,"female"
105,"1","592","produces",23,"female"
105,"1","498","precludes",23,"female"
105,"1","640","affects",23,"female"
105,"1","656","determines",23,"female"
105,"1","646","starts",23,"female"
105,"1","654","halts",23,"female"
105,"1","660","avoids",23,"female"
105,"1","611","stops",23,"female"
105,"1","588","blocks",23,"female"
105,"1","613","leads to",23,"female"
105,"1","1199","determines",23,"female"
105,"1","789","ends",23,"female"
105,"1","1133","averts",23,"female"
105,"1","791","precludes",23,"female"
105,"1","647","ceases",23,"female"
105,"1","575","halts",23,"female"
105,"1","561","leads to",23,"female"
105,"1","732","averts",23,"female"
105,"1","768","ceases",23,"female"
105,"1","690","starts",23,"female"
105,"1","711","halts",23,"female"
105,"1","692","produces",23,"female"
105,"1","769","results in",23,"female"
105,"1","955","affects",23,"female"
105,"1","620","influences",23,"female"
105,"1","764","blocks",23,"female"
105,"1","630","avoids",23,"female"
105,"1","830","stops",23,"female"
105,"1","637","predicts",23,"female"
105,"1","789","precludes",23,"female"
105,"1","869","ends",23,"female"
105,"1","715","influences",23,"female"
105,"1","950","produces",23,"female"
105,"1","897","determines",23,"female"
105,"1","709","halts",23,"female"
105,"1","921","affects",23,"female"
105,"1","819","blocks",23,"female"
105,"1","715","ends",23,"female"
105,"1","823","ceases",23,"female"
105,"1","774","stops",23,"female"
105,"1","1327","averts",23,"female"
105,"1","776","leads to",23,"female"
105,"1","753","avoids",23,"female"
105,"1","1227","precludes",23,"female"
105,"1","888","ends",23,"female"
105,"1","700","starts",23,"female"
105,"1","1162","results in",23,"female"
105,"1","818","predicts",23,"female"
105,"1","706","avoids",23,"female"
105,"1","734","precludes",23,"female"
105,"1","1066","influences",23,"female"
105,"1","806","results in",23,"female"
105,"1","1118","ceases",23,"female"
105,"1","552","stops",23,"female"
105,"1","659","averts",23,"female"
105,"1","738","starts",23,"female"
105,"1","637","leads to",23,"female"
105,"1","676","produces",23,"female"
105,"1","626","blocks",23,"female"
105,"1","682","determines",23,"female"
105,"1","712","predicts",23,"female"
105,"1","692","halts",23,"female"
105,"1","658","affects",23,"female"
105,"1","688","halts",23,"female"
105,"1","556","determines",23,"female"
105,"1","1584","results in",23,"female"
105,"1","637","averts",23,"female"
105,"1","589","avoids",23,"female"
105,"1","606","ends",23,"female"
105,"1","656","precludes",23,"female"
105,"1","629","produces",23,"female"
105,"1","1270","ceases",23,"female"
105,"1","738","influences",23,"female"
105,"1","732","blocks",23,"female"
105,"1","504","starts",23,"female"
105,"1","621","affects",23,"female"
105,"0","1573","stops",23,"female"
105,"1","922","avoids",23,"female"
105,"1","772","predicts",23,"female"
105,"1","582","leads to",23,"female"
105,"1","640","produces",23,"female"
105,"1","503","ends",23,"female"
105,"1","565","blocks",23,"female"
105,"1","648","starts",23,"female"
105,"1","1032","determines",23,"female"
105,"1","1109","influences",23,"female"
105,"1","688","leads to",23,"female"
105,"0","1245","halts",23,"female"
105,"1","488","predicts",23,"female"
105,"1","1406","precludes",23,"female"
105,"1","539","averts",23,"female"
105,"1","567","results in",23,"female"
105,"1","1131","affects",23,"female"
105,"1","972","starts",23,"female"
105,"1","956","ceases",23,"female"
105,"1","1013","influences",23,"female"
105,"1","556","results in",23,"female"
105,"1","584","stops",23,"female"
105,"1","818","halts",23,"female"
105,"1","745","predicts",23,"female"
105,"1","820","ends",23,"female"
105,"1","1427","averts",23,"female"
105,"0","831","ceases",23,"female"
105,"1","590","leads to",23,"female"
105,"1","623","avoids",23,"female"
105,"1","1079","determines",23,"female"
105,"1","1107","precludes",23,"female"
105,"1","693","affects",23,"female"
105,"1","1819","blocks",23,"female"
105,"1","741","stops",23,"female"
105,"1","600","blocks",23,"female"
105,"0","1298","produces",23,"female"
105,"0","771","precludes",23,"female"
105,"1","916","determines",23,"female"
105,"1","527","halts",23,"female"
105,"1","588","ceases",23,"female"
105,"1","741","results in",23,"female"
105,"1","1720","averts",23,"female"
105,"1","1264","stops",23,"female"
105,"0","979","produces",23,"female"
105,"1","1082","avoids",23,"female"
105,"1","546","leads to",23,"female"
105,"1","626","affects",23,"female"
105,"1","610","ends",23,"female"
105,"0","1523","blocks",23,"female"
105,"0","930","starts",23,"female"
105,"1","628","predicts",23,"female"
105,"1","692","influences",23,"female"
105,"0","1281","produces",23,"female"
105,"0","1979","predicts",23,"female"
105,"1","838","starts",23,"female"
105,"1","580","avoids",23,"female"
105,"0","2439","affects",23,"female"
105,"1","1068","leads to",23,"female"
105,"1","681","averts",23,"female"
105,"1","1007","halts",23,"female"
105,"1","742","results in",23,"female"
105,"1","761","precludes",23,"female"
105,"1","707","determines",23,"female"
105,"1","751","stops",23,"female"
105,"1","714","ends",23,"female"
105,"1","846","influences",23,"female"
105,"1","732","ceases",23,"female"
104,"1","7878","precludes",56,"male"
104,"1","3731","halts",56,"male"
104,"0","3753","determines",56,"male"
104,"1","1748","ends",56,"male"
104,"1","1500","ceases",56,"male"
104,"0","4111","influences",56,"male"
104,"1","1399","leads to",56,"male"
104,"0","3100","averts",56,"male"
104,"1","1972","stops",56,"male"
104,"1","1755","avoids",56,"male"
104,"0","2373","blocks",56,"male"
104,"1","1301","stops",56,"male"
104,"1","1673","halts",56,"male"
104,"0","3206","starts",56,"male"
104,"0","2266","produces",56,"male"
104,"0","2233","avoids",56,"male"
104,"1","1052","blocks",56,"male"
104,"1","1460","precludes",56,"male"
104,"0","2509","predicts",56,"male"
104,"0","3243","results in",56,"male"
104,"1","955","affects",56,"male"
104,"0","2344","ends",56,"male"
104,"0","2794","ceases",56,"male"
104,"1","940","averts",56,"male"
104,"1","1591","blocks",56,"male"
104,"0","4767","leads to",56,"male"
104,"1","1653","predicts",56,"male"
104,"1","1698","produces",56,"male"
104,"0","3199","ceases",56,"male"
104,"1","1334","averts",56,"male"
104,"1","1509","halts",56,"male"
104,"0","1856","affects",56,"male"
104,"1","1860","starts",56,"male"
104,"1","1967","determines",56,"male"
104,"1","1761","influences",56,"male"
104,"0","3564","results in",56,"male"
104,"0","1805","stops",56,"male"
104,"1","993","avoids",56,"male"
104,"0","2654","affects",56,"male"
104,"0","3164","ends",56,"male"
104,"0","3455","results in",56,"male"
104,"0","2032","precludes",56,"male"
104,"0","2279","starts",56,"male"
104,"0","2349","blocks",56,"male"
104,"1","1743","leads to",56,"male"
104,"1","1204","ends",56,"male"
104,"0","3184","determines",56,"male"
104,"0","2755","halts",56,"male"
104,"1","741","avoids",56,"male"
104,"0","3430","influences",56,"male"
104,"1","997","produces",56,"male"
104,"0","2178","stops",56,"male"
104,"0","1589","precludes",56,"male"
104,"1","1073","ceases",56,"male"
104,"0","2313","predicts",56,"male"
104,"1","1020","determines",56,"male"
104,"1","614","averts",56,"male"
104,"0","5374","influences",56,"male"
104,"1","1023","results in",56,"male"
104,"0","1755","blocks",56,"male"
104,"0","1498","stops",56,"male"
104,"0","1421","starts",56,"male"
104,"1","1608","leads to",56,"male"
104,"1","1063","affects",56,"male"
104,"1","1066","predicts",56,"male"
104,"1","1459","produces",56,"male"
104,"0","3367","avoids",56,"male"
104,"1","1171","results in",56,"male"
104,"0","1718","averts",56,"male"
104,"1","1081","determines",56,"male"
104,"1","2167","influences",56,"male"
104,"0","3705","ceases",56,"male"
104,"0","1526","precludes",56,"male"
104,"0","1881","halts",56,"male"
104,"1","1088","ends",56,"male"
104,"0","2702","leads to",56,"male"
104,"1","964","starts",56,"male"
104,"1","1346","produces",56,"male"
104,"1","4237","predicts",56,"male"
104,"0","4935","affects",56,"male"
104,"0","2360","avoids",56,"male"
104,"0","1578","ceases",56,"male"
104,"0","1290","predicts",56,"male"
104,"0","1495","blocks",56,"male"
104,"1","526","halts",56,"male"
104,"1","898","averts",56,"male"
104,"0","2119","starts",56,"male"
104,"0","1832","ends",56,"male"
104,"1","943","precludes",56,"male"
104,"1","2433","stops",56,"male"
104,"1","1190","ends",56,"male"
104,"1","827","determines",56,"male"
104,"1","1043","influences",56,"male"
104,"1","761","averts",56,"male"
104,"1","1097","halts",56,"male"
104,"1","796","affects",56,"male"
104,"1","1070","produces",56,"male"
104,"0","2032","avoids",56,"male"
104,"1","907","precludes",56,"male"
104,"1","1474","results in",56,"male"
104,"1","1824","leads to",56,"male"
104,"1","1612","stops",56,"male"
104,"1","1673","affects",56,"male"
104,"0","1587","blocks",56,"male"
104,"0","1163","starts",56,"male"
104,"0","1273","ceases",56,"male"
104,"0","2293","predicts",56,"male"
104,"0","5361","precludes",56,"male"
104,"1","3004","leads to",56,"male"
104,"1","2579","produces",56,"male"
104,"1","1046","blocks",56,"male"
104,"1","988","averts",56,"male"
104,"0","1862","results in",56,"male"
104,"1","675","determines",56,"male"
104,"0","1922","ceases",56,"male"
104,"0","1704","influences",56,"male"
